TOKEN_ID,TOKEN_NAME,Hat,Ear,Hair,Beard,Clothes,Skin,Background,Eyes,Mouth,Cheek,Face
872,BUTTHEAD #872,Paper Crown,Earring,Mob-Top,,T-Shirt French Blue,Brown,Grey,,Toothpick,,
873,BUTTHEAD #873,Party,,Crop,Mustache Brown,Leather Jacket,Brown,Grey,,,,
874,BUTTHEAD #874,,,Punk Green,,T-Shirt with Suspenders,Infrared,Peach,Insect,,,
875,BUTTHEAD #875,,Feather,Undercut Blonde,Full Grey,Space Shirt,Brown,Peach,,Toothpick,,
876,BUTTHEAD #876,Headband Sport,,Mob-Top,Three-Day Black,Ripped Shirt,White,Green,X-Ray,Cigarette,,
877,BUTTHEAD #877,,,Punk Green,Scruff Brown,Hoodie,Brown,Cyan,Broken,,,
878,BUTTHEAD #878,Snapback Red,,Bowl Colorful,Three-Day Brown,Suit,White,Gradient,,,,
879,BUTTHEAD #879,,,Fringe,Gentlemen Mustache Brown,T-Shirt with Suspenders,Light,Beige,Insect,,,
880,BUTTHEAD #880,McButtheads,,Shoulder Long Orange,Three-Day Blonde,Puffer Jacket,White,Beige,,Straw,,
881,BUTTHEAD #881,,,Slicked Back,,Dude,White,Cyan,Las Vegas,Cigarette,,
882,BUTTHEAD #882,Paper Crown,Earring,Mullet Blonde,,Caveman,White,Pastel Green,Lolita,,,
883,BUTTHEAD #883,Top Hat,,Shoulder Long Colorful,,Beige Shirt,Brown,Gradient,Pineapple,,,
884,BUTTHEAD #884,Bear,Feather,Shoulder Long Colorful,Three-Day Black,Flamingo,Light,Magenta,,Straw,,
885,BUTTHEAD #885,,,Afro,,Tracksuit,Light,Peach,,,,
886,BUTTHEAD #886,Charlie Chaplin,,Average Blonde,,T-Shirt Inkwell,Brown,Cyan,Insect,Bubble Gum,Blush,
887,BUTTHEAD #887,,Headphones,Bowl Colorful,Mustache Pink,Space Suit,Brown,Magenta,,,,
888,BUTTHEAD #888,Top Hat,,Half Bald,Mustache Pink,Dude,Dark Brown,Sand,,,,
889,BUTTHEAD #889,Mesh Cap Fish,,Average Brown,,Gentlemen,Brown,Grey,,Toothpick,,
890,BUTTHEAD #890,Cowboy Hat Black,,Bowl Brown,Three-Day Brown,Denim Jacket Sheep,White,Magenta,Black Sunglasses ,,,
891,BUTTHEAD #891,Beanie Green,Triple Earring,Dreads Brown,Scruff Brown,Bullseye Shirt,Dark Brown,Pastel Green,Joke,,,
892,BUTTHEAD #892,Beanie Green,Earring,Bowl Colorful,Full Grey,Puffer Jacket,Light,Gradient,3D,,,
893,BUTTHEAD #893,,,Nick Bowl Brown,Scruff Brown,Punk Leather Jacket,Brown,Sand,,Straw,,
894,BUTTHEAD #894,Flat Cap Clown,Diamond,Emo Black,Full Brown,Joker,Brown,Green,,,,
895,BUTTHEAD #895,,Feather,Brain,Gentlemen Mustache Blonde,T-Shirt Marigold,Light with tattoos,Peach,Matrix,Corn Straw,,
896,BUTTHEAD #896,Sailor,,Short,Mustache Blonde,Flamingo,Dark Brown,Cyan,,Corn Straw,,
897,BUTTHEAD #897,,,Undercut Blue,,T-Shirt Marigold,Light,Pastel Green,Las Vegas,,,
898,BUTTHEAD #898,,,Mullet Blonde,Three-Day Brown,Leather Jacket,Dark Brown,Cyan,Burglar,,,
899,BUTTHEAD #899,,,Surfer Curly,,Desert Jacket,Brown,Grey,Pineapple,,,
900,BUTTHEAD #900,Beanie Black,,Jude,,Tracksuit,Dark Brown,Pastel Green,,,,
901,BUTTHEAD #901,Beanie Red,,Suave ,Full Brown,,White,Sand,,Cigarette,,
902,BUTTHEAD #902,Hat Black,Diamond,Bowl Brown,Three-Day Brown,Lumberjack,Light,Gradient,Las Vegas,,,
903,BUTTHEAD #903,,,Punk Red,,Bullseye Shirt,Brown with tattoos,Green,Las Vegas,,,
904,BUTTHEAD #904,,,Afro,Three-Day Brown,Western Cowboy Jacket,Dark Brown,Cyan,Broken,Cigar,,
905,BUTTHEAD #905,,,Bowl Brown,,Western Cowboy Jacket,Light with tattoos,Green,Joke,,,
906,BUTTHEAD #906,McButtheads,Safety Pin,Long Blonde,,Suit,Brown,Sand,,Corn Straw,,
907,BUTTHEAD #907,McButtheads,,Sissy Brown,Scruff Brown,Prison Shirt,Brown with tattoos,Beige,,,,
908,BUTTHEAD #908,Flower Crown,Safety Pin,Shoulder Long Colorful,,Western Cowboy Jacket,White,Cyan,,,,
909,BUTTHEAD #909,,,Half Bald,Full Grey,Denim Jacket Sheep,White,Grey,Lolita,,,
910,BUTTHEAD #910,Party,,Crop,Three-Day Black,Tank Top,Light,Green,Hippie,,,
911,BUTTHEAD #911,,Triple Earring,Jude,,T-Shirt with Suspenders,Light,Magenta,Insect,,,
912,BUTTHEAD #912,Chatham Fedora,Triple Earring,Crop,Full Blonde,Worn Out,Brown,Sand,,,,
913,BUTTHEAD #913,,,Fringe,Mustache Brown,Gym Tank Top,Dark Brown with tattoos,Peach,Spring,,,
914,BUTTHEAD #914,Bandana Black,,Jude,,American Football,Brown with tattoos,Peach,Insect,,,
915,BUTTHEAD #915,,,Shoulder Long Orange,,Dungarees ,White,Magenta,,,,
916,BUTTHEAD #916,Hat Beige,,Long Blonde,,Beige Shirt,Brown,Gradient,,Bubble Gum,,
917,BUTTHEAD #917,,Triple Earring,Curly Blonde,,Space Suit,Dark Brown,Cyan,,,,
918,BUTTHEAD #918,,Safety Pin,Afro Pink,Scruff Brown,Flamingo,Dark Brown,Pastel Green,Speed,Corn Straw,,
919,BUTTHEAD #919,Hat Black,,Curly Blonde,Scruff Blonde,Flamingo,White,Magenta,Speed,,,
920,BUTTHEAD #920,Pizza,Safety Pin,Nick Bowl Colorful,,Hoodie,White with tattoos,Cyan,Steam Punk,Toothpick,,
921,BUTTHEAD #921,Pizza,,Jude,Scruff Brown,Shirt Dark,White,Pastel Green,,Toothpick,,
922,BUTTHEAD #922,Safety Helmet,Triple Earring,Classic Side Part,Full Grey,Leather Jacket,Porcelain,Pastel Green,Googly Eyes,,,
923,BUTTHEAD #923,Flower Crown,,Short,Three-Day Brown,Band Shirt,Light with tattoos,Gradient,Leon,,,
924,BUTTHEAD #924,,Safety Pin,Slicked Back,Mustache Pink,Lumberjack,Light,Green,Speed,,,
925,BUTTHEAD #925,Halo,Feather,Short,,Party Tank Top,Brown,Grey,Steam Punk,,,
926,BUTTHEAD #926,,,Crop,,Striped Red T-Shirt,Brown,Grey,X-Ray,,,
927,BUTTHEAD #927,Sailor,,Bowl Brown,Three-Day Brown,Dude,Dark Brown,Grey,Speed,Bubble Gum,,
928,BUTTHEAD #928,,,Brain,Full Brown,Bullseye Shirt,White,Cyan,,,,
929,BUTTHEAD #929,Headband Sport,Diamond,Curly Brown,Scruff Brown,Tracksuit,Light with tattoos,Cyan,,,,
930,BUTTHEAD #930,,,Mullet Blonde,,Dude,Dark Brown with tattoos,Green,Leon,,,
931,BUTTHEAD #931,,Feather,Afro Pink,Mustache Brown,Sleeveless Sweater,Dark Brown,Peach,Las Vegas,,,
932,BUTTHEAD #932,,,Punk Green,Three-Day Brown,Ripped Shirt,Light,Gradient,,Cigarette,,
933,BUTTHEAD #933,,,Afro,Mustache Blonde,Dude,Dark Brown,Cyan,,Cigar,,
934,BUTTHEAD #934,Bear,Headphones,Pompadour Blonde,Scruff Blonde,Prison Shirt,Brown,Pastel Green,Hippie,,,
935,BUTTHEAD #935,Flower Crown,,Suave ,,Lumberjack,White,Magenta,Steam Punk,,,
936,BUTTHEAD #936,Prison,Headphones,Suave ,,Polo Shirt,Dark Brown with tattoos,Grey,,Cigar,,
937,BUTTHEAD #937,Visor Red,,Crop,Mustache Brown,Tracksuit,White,Magenta,,,,
938,BUTTHEAD #938,FVCK Cap,,Surfer Curly,Scruff Brown,T-Shirt Lilac,Light,Beige,,Toothpick,,
939,BUTTHEAD #939,Charlie Chaplin,,Sissy Brown,,Joker,Light with tattoos,Pastel Green,Speed,,,
940,BUTTHEAD #940,Sailor,,Average Blonde,,T-Shirt Marigold,Light,Magenta,Pineapple,,,
941,BUTTHEAD #941,Snapback Mesh,,Nick Bowl Brown,Scruff Brown,Jeans Jacket,Brown,Green,,Bubble Gum,,
942,BUTTHEAD #942,Hat Black,,Short,Full Grey,Jeans Jacket,White,Green,3D,Straw,,
943,BUTTHEAD #943,Mesh Cap Fish,,Emo Dark Blonde,,Joker,Dark Brown,Grey,Matrix,,,
944,BUTTHEAD #944,,Earring,Average Brown,,Desert Jacket,Dark Brown,Beige,Joke,,,
945,BUTTHEAD #945,Beer,,Dreads Colorful,Full Brown,Party Tank Top,Light,Peach,Burglar,,,
946,BUTTHEAD #946,FVCK Cap,,Mob-Top,Full Grey,Pimp Coat Multicolor Pink,Dark Brown with tattoos,Peach,Bike,,,
947,BUTTHEAD #947,Bandana Black,,Undercut Pink,Three-Day Brown,Western Cowboy Jacket,Brown,Beige,,,,
948,BUTTHEAD #948,Halo,,,Mustache Pink,T-Shirt Inkwell,White,Cyan,Sweets,Bubble Gum,,
949,BUTTHEAD #949,Paper Crown,Diamond,Shoulder Long Orange,Full Grey,Fight Club,Light with tattoos,Sand,,Cigarette,,
950,BUTTHEAD #950,Beanie Green,Safety Pin,Crop,Three-Day Blonde,Bomber Jacket,Brown,Gradient,Buttons,,,
951,BUTTHEAD #951,Hat Beige,Feather,Long Brown,Full Brown,Gentlemen,Light with tattoos,Beige,,,,
952,BUTTHEAD #952,Hat Beige,Safety Pin,Classic Side Part,,Dressing Gown,Gold,Gradient,Buttons,,,
953,BUTTHEAD #953,FEZ,Feather,Shoulder Long Colorful,Full Brown,Leather Jacket,Dark Brown with tattoos,Cyan,,,,
954,BUTTHEAD #954,,,Nick Bowl Colorful,,Gym Tank Top,White with tattoos,Peach,Buttons,,,
955,BUTTHEAD #955,,,Average Blonde,,Fan Shirt,Light,Magenta,,Straw,Blush,
956,BUTTHEAD #956,Safety Helmet,,Undercut Blonde,Scruff Blonde,Puffer Jacket,White,Gradient,,,,
957,BUTTHEAD #957,,Headphones,Bowl Colorful,,T-Shirt with Suspenders,White,Sand,,,,
958,BUTTHEAD #958,Cowboy Hat Black,Safety Pin,Bowl Colorful,,Caveman,Brown,Peach,Insect,,,
959,BUTTHEAD #959,,,Suave ,Scruff Brown,T-Shirt French Blue,Brown,Gradient,Buttons,,,
960,BUTTHEAD #960,,Feather,Punk Red,,Flamingo,Dark Brown with tattoos,Beige,Speed,,,
961,BUTTHEAD #961,Hat Black,,Mob-Top,Three-Day Blonde,Biker Vest,White,Sand,,Straw,,
962,BUTTHEAD #962,Beer,,Mullet Blonde,,Flamingo,Light,Magenta,Sweets,,,
963,BUTTHEAD #963,,,Clown,,Caveman,Brown,Pastel Green,Matrix,,,
964,BUTTHEAD #964,,,Sissy Dark Blonde,Mustache Pink,T-Shirt French Blue,Dark Brown with tattoos,Green,3D,,,
965,BUTTHEAD #965,Pizza,,Mullet Blonde,,Evel Knievel,White,Grey,Broken,,,
966,BUTTHEAD #966,,Triple Earring,Afro,,Gym Tank Top,Dark Brown with tattoos,Cyan,,,,
967,BUTTHEAD #967,Mesh Cap Buttheads,,Mob-Top,,Evel Knievel,Porcelain,Grey,Joke,,,
968,BUTTHEAD #968,Charlie Chaplin,,Undercut Blue,,Hoodie,Brown,Cyan,Insect,,,
969,BUTTHEAD #969,Sailor,,Slicked Back,Mustache Brown,Marty,Light,Pastel Green,Bike,Bubble Gum,,
970,BUTTHEAD #970,Beret,,Long Blonde,,T-Shirt Inkwell,Dark Brown,Green,,Corn Straw,,
971,BUTTHEAD #971,Visor Green,,Undercut Blue,Three-Day Black,Clown,Brown,Pastel Green,Spring,,,
972,BUTTHEAD #972,,,Shoulder Long Colorful,,Fcuk Tank Top,Light,Cyan,Googly Eyes,,,
973,BUTTHEAD #973,Halo,,Dreads Colorful,,Leather Jacket,Brown,Grey,,Corn Straw,,
974,BUTTHEAD #974,,Headphones,Dreads Brown,Three-Day Brown,Striped Red T-Shirt,White,Magenta,Speed,Straw,,
975,BUTTHEAD #975,Hermes,,Sissy Dark Blonde,,Sleeveless Sweater,Dark Brown with tattoos,Green,,,,
976,BUTTHEAD #976,,,Afro,Full Grey,Shirt Dark,White,Sand,,,,
977,BUTTHEAD #977,Safety Helmet,,Bowl Brown,,Denim Jacket Sheep,Dark Brown,Green,,,,
978,BUTTHEAD #978,Crown,,Short,Mustache Blonde,Flamingo,Dark Brown,Green,,,,
979,BUTTHEAD #979,Visor Red,,Undercut Pink,,Dude,Brown,Gradient,Black Sunglasses ,,,
980,BUTTHEAD #980,Safety Helmet,,Classic Side Part,Full Brown,Gentlemen,Light,Pastel Green,Black Sunglasses ,Cigar,,
981,BUTTHEAD #981,,,Half Bald,,Fan Shirt,White with tattoos,Green,Lolita,,,
982,BUTTHEAD #982,Bandana Pirate,,Pompadour Blonde,,Joker,Dark Brown,Pastel Green,,,Blush,
983,BUTTHEAD #983,Safety Helmet,,Sissy Dark Blonde,Full Brown,Desert Jacket,White,Magenta,,,,
984,BUTTHEAD #984,,Feather,Curly Blonde,Full Brown,T-Shirt Inkwell,Dark Brown,Beige,,,,
985,BUTTHEAD #985,Cowboy Hat Brown,,Mullet Blonde,Mustache Blonde,Biker Vest,Brown with tattoos,Beige,Buttons,Corn Straw,,
986,BUTTHEAD #986,Mesh Cap Buttheads,,Half Bald,,Bomber Jacket,Brown,Sand,,,,
987,BUTTHEAD #987,Pizza,,Shoulder Long Colorful,,Worn Out,Dark Brown,Pastel Green,Broken,,,
988,BUTTHEAD #988,,,Brain,,Gentlemen,Light,Magenta,Spring,Straw,,
989,BUTTHEAD #989,,,Undercut Blonde,Full Grey,Dressing Gown,Brown,Pastel Green,Bike,Bubble Gum,,
990,BUTTHEAD #990,,,Short,Three-Day Brown,Puffer Jacket,White,Magenta,X-Ray,,,
991,BUTTHEAD #991,,,Half Bald,Gentlemen Mustache Brown,Striped Red T-Shirt,Light,Grey,,,,
992,BUTTHEAD #992,,Earring,Pompadour Blonde,Mustache Pink,Space Suit,Dark Brown,Cyan,Kiss,Cigar,,
993,BUTTHEAD #993,,,Sissy Brown,Three-Day Black,Leather Jacket,White with tattoos,Sand,Las Vegas,,,
994,BUTTHEAD #994,Bear,,Curly Brown,Gentlemen Mustache Blonde,Bullseye Shirt,Light with tattoos,Peach,,,,
995,BUTTHEAD #995,,Triple Earring,Afro Pink,Full Brown,Jeans Jacket,Light with tattoos,Sand,Spring,,,
996,BUTTHEAD #996,,,Afro Pink,Full Brown,T-Shirt Marigold,White with tattoos,Green,,Bubble Gum,,
997,BUTTHEAD #997,,,Long Brown,,T-Shirt Inkwell,Light,Magenta,,,,
998,BUTTHEAD #998,FVCK Cap,,Classic Side Part,Mustache Pink,Band Shirt,Dark Brown,Pastel Green,,,,
999,BUTTHEAD #999,Beanie Red,,Sissy Dark Blonde,,Hoodie,White,Gradient,,Bubble Gum,,
1000,BUTTHEAD #1000,,,Pompadour Blue,Gentlemen Mustache Blonde,Tank Top,Dark Brown,Beige,Googly Eyes,,,
1001,BUTTHEAD #1001,Mesh Cap Fish,,Sissy Brown,Three-Day Blonde,Striped Blue T-Shirt,Light with tattoos,Beige,Star,,,
1002,BUTTHEAD #1002,Mesh Cap Buttheads,,Fringe,Gentlemen Mustache Brown,Gym Tank Top,Brown,Grey,Spring,,,
1003,BUTTHEAD #1003,,Safety Pin,Bowl Brown,,Prison Shirt,Light,Pastel Green,,,,
1004,BUTTHEAD #1004,Party,,Pompadour Blonde,,T-Shirt Lilac,White,Beige,Lolita,,,
1005,BUTTHEAD #1005,Hermes,,Average Blonde,Three-Day Black,Evel Knievel,Dark Brown,Sand,,,,
1006,BUTTHEAD #1006,Mesh Cap Buttheads,Earring,Suave ,,Sleeveless Sweater,Dark Brown,Pastel Green,Broken,Corn Straw,,
1007,BUTTHEAD #1007,,,Shoulder Long Orange,Full Brown,Biker Vest,White,Beige,Las Vegas,,,
1008,BUTTHEAD #1008,,,Bowl Colorful,,Hawaii Shirt Green,Dark Brown,Magenta,,,,
1009,BUTTHEAD #1009,Visor Red,,Very Short,Scruff Brown,Pimp Coat Multicolor Purple,White,Magenta,Speed,,,
1010,BUTTHEAD #1010,Mesh Cap Fish,Safety Pin,Very Short,Three-Day Brown,Gigolo Outfit,Dark Brown,Pastel Green,Insect,,,
1011,BUTTHEAD #1011,Halo,Safety Pin,Suave ,Three-Day Black,Dungarees ,Dark Brown,Magenta,Insect,,,
1012,BUTTHEAD #1012,,,Curly Brown,,Dressing Gown,Brown,Pastel Green,Pineapple,,,
1013,BUTTHEAD #1013,Visor Red,,Sissy Brown,Full Blonde,Ice Hockey,Brown,Magenta,,,,
1014,BUTTHEAD #1014,,,Emo Black,,Fcuk Tank Top,White,Beige,Matrix,,,
1015,BUTTHEAD #1015,Flower Crown,,Average Brown,Gentlemen Mustache Brown,Joker,White,Beige,Black Sunglasses ,Corn Straw,,
1016,BUTTHEAD #1016,,Safety Pin,Afro,Three-Day Brown,Band Shirt,Light,Cyan,Black Sunglasses ,,,
1017,BUTTHEAD #1017,,Headphones,Pompadour Blonde,,T-Shirt with Suspenders,Dark Brown with tattoos,Pastel Green,Star,,,
1018,BUTTHEAD #1018,Beanie Red,,Undercut Blue,,American Football,Light,Grey,Bike,,,
1019,BUTTHEAD #1019,McButtheads,Feather,Long Blonde,Scruff Black,T-Shirt Marigold,Dark Brown,Sand,,Straw,,
1020,BUTTHEAD #1020,Snapback Mesh,,Average Brown,,Joker,Brown,Grey,Insect,,,
1021,BUTTHEAD #1021,,,Dreads Brown,Mustache Blonde,Ice Hockey,Dark Brown,Sand,Kiss,Straw,,
1022,BUTTHEAD #1022,Pizza,,Nick Bowl Colorful,,Joker,Light,Magenta,Insect,,,
1023,BUTTHEAD #1023,FEZ,,,Three-Day Blonde,Flamingo,Brown,Sand,,,,
1024,BUTTHEAD #1024,,Triple Earring,Shoulder Long Orange,Mustache Blonde,Polo Shirt,Porcelain,Beige,,,,
1025,BUTTHEAD #1025,,,Sissy Dark Blonde,,T-Shirt French Blue,White,Cyan,Lolita,,,
1026,BUTTHEAD #1026,,,Crop,,American Football,Dark Brown,Magenta,,,,
1027,BUTTHEAD #1027,,,Afro,,Dungarees ,Dark Brown,Pastel Green,X-Ray,,,
1028,BUTTHEAD #1028,,,Undercut Blue,Full Brown,Evel Knievel,White,Magenta,,Straw,,
1029,BUTTHEAD #1029,Hat Black,Headphones,,,Space Shirt,White,Cyan,,,,
1030,BUTTHEAD #1030,Hermes,,Bowl Colorful,,College Sweater,Light with tattoos,Gradient,,,,
1031,BUTTHEAD #1031,Hat Beige,,Sissy Dark Blonde,,T-Shirt Marigold,Dark Brown,Peach,Burglar,Bubble Gum,,
1032,BUTTHEAD #1032,,Diamond,Punk Green,Full Grey,Striped Red T-Shirt,White,Magenta,,Corn Straw,,
1033,BUTTHEAD #1033,Beanie Black,,Short,Gentlemen Mustache Brown,Pimp Coat Tiger,Light,Sand,Hippie,,,
1034,BUTTHEAD #1034,,Safety Pin,Undercut Blonde,,Party Tank Top,White,Peach,X-Ray,Bubble Gum,,
1035,BUTTHEAD #1035,,Earring,Punk Green,Scruff Brown,Clown,Light,Pastel Green,Sweets,,,
1036,BUTTHEAD #1036,,,Curly Blonde,Three-Day Blonde,Hoodie,Dark Brown with tattoos,Pastel Green,Las Vegas,,,
1037,BUTTHEAD #1037,Snapback Red,,Short,,Lumberjack,Light,Grey,,,,
1038,BUTTHEAD #1038,,,Afro,Full Brown,Space Shirt,Brown,Beige,,Straw,,
1039,BUTTHEAD #1039,Paper Crown,,Short,Mustache Blonde,T-Shirt Inkwell,Light with tattoos,Gradient,X-Ray,,,
1040,BUTTHEAD #1040,Mesh Cap Buttheads,,Short,Mustache Pink,Party Tank Top,Brown,Pastel Green,Buttons,,,
1041,BUTTHEAD #1041,Sailor,,Short,Mustache Pink,Desert Jacket,Dark Brown,Green,Steam Punk,,,
1042,BUTTHEAD #1042,,,Bowl Brown,Full Brown,Space Suit,Dark Brown,Beige,Leon,,,
1043,BUTTHEAD #1043,,,Afro,,Dressing Gown,Light with tattoos,Magenta,X-Ray,,,
1044,BUTTHEAD #1044,Snapback Red,,Fringe,Mustache Brown,Gentlemen,Brown,Green,,Corn Straw,,
1045,BUTTHEAD #1045,,,Half Bald,,Jeans Jacket,Brown,Magenta,Insect,Straw,,
1046,BUTTHEAD #1046,FVCK Cap,,Undercut Blonde,Scruff Black,T-Shirt with Suspenders,Brown,Green,,Knife,,
1047,BUTTHEAD #1047,,Headphones,Dreads Brown,Scruff Brown,Flamingo,Light,Magenta,,Cigar,,
1048,BUTTHEAD #1048,Hermes,Diamond,Curly Blonde,,Biker Vest,White,Sand,,Bubble Gum,,
1049,BUTTHEAD #1049,Flower Crown,,Emo Black,,Western Cowboy Jacket,Light,Beige,,,,
1050,BUTTHEAD #1050,,,Dreads Brown,,Evel Knievel,Dark Brown with tattoos,Grey,Bike,,,
1051,BUTTHEAD #1051,FEZ,,Undercut Blue,Mustache Blonde,Jeans Jacket,Dark Brown with tattoos,Peach,,,,
1052,BUTTHEAD #1052,,,Sissy Brown,,Prison Shirt,Dark Brown,Green,Monocle,Bubble Gum,,
1053,BUTTHEAD #1053,Police,,Bowl Brown,Three-Day Black,T-Shirt Inkwell,Dark Brown with tattoos,Pastel Green,,,,
1054,BUTTHEAD #1054,,,Short,,Fleece Jacket,White with tattoos,Pastel Green,Star,Bubble Gum,,
1055,BUTTHEAD #1055,,Safety Pin,Afro Pink,,Joker,Brown with tattoos,Gradient,Bike,,,
1056,BUTTHEAD #1056,,,Average Blonde,,Prison Shirt,Light,Gradient,Leon,,,
1057,BUTTHEAD #1057,Cowboy Hat Brown,,Long Blonde,,Tracksuit,Brown,Sand,,,,
1058,BUTTHEAD #1058,Cowboy Hat Black,,Undercut Blue,Mustache Blonde,T-Shirt with Suspenders,Brown,Green,,Straw,,
1059,BUTTHEAD #1059,Police,Safety Pin,Suave ,Mustache Pink,Dungarees ,Porcelain,Green,3D,Straw,,
1060,BUTTHEAD #1060,Mesh Cap Fish,,Sissy Brown,Full Blonde,Tracksuit,White,Pastel Green,Googly Eyes,,,
1061,BUTTHEAD #1061,,Feather,Mullet Brown,,Fcuk Tank Top,Light,Beige,,Cigarette,,
1062,BUTTHEAD #1062,Headband Sport,Earring,Slicked Back,,Marty,Light,Pastel Green,Leon,,,
1063,BUTTHEAD #1063,,,Curly Brown,,Fan Shirt,Light,Gradient,Insect,,,
1064,BUTTHEAD #1064,,,Nick Bowl Colorful,Mustache Brown,Bullseye Shirt,Brown,Green,,Cigar,,
1065,BUTTHEAD #1065,,,Punk Green,,Lumberjack,Dark Brown,Pastel Green,,,,
1066,BUTTHEAD #1066,Cowboy Hat Black,,Bowl Brown,,Space Suit,Light,Grey,,Cigarette,,
1067,BUTTHEAD #1067,,,Emo Black,Mustache Brown,Denim Jacket Sheep,Porcelain,Pastel Green,,,,
1068,BUTTHEAD #1068,,,Average Brown,Gentlemen Mustache Pink,Dressing Gown,Dark Brown with tattoos,Grey,,,,
1069,BUTTHEAD #1069,,Diamond,Nick Bowl Brown,Scruff Brown,Striped Blue T-Shirt,White,Grey,Monocle,Toothpick,,
1070,BUTTHEAD #1070,,,20s,Mustache Pink,Punk Leather Jacket,Porcelain,Grey,Sweets,,,
1071,BUTTHEAD #1071,,,Fringe,,Turtleneck Sweater,Brown,Cyan,Insect,,,
1072,BUTTHEAD #1072,,,Long Blonde,,Pimp Coat Multicolor Pink,Slime,Pastel Green,,,,
1073,BUTTHEAD #1073,Flat Cap Clown,Triple Earring,Surfer Curly,,T-Shirt French Blue,White,Beige,Broken,Bubble Gum,,
1074,BUTTHEAD #1074,Hat Beige,,Mob-Top,,Bullseye Shirt,Dark Brown,Magenta,,,,
1075,BUTTHEAD #1075,,Feather,Nick Bowl Brown,Full Blonde,Bomber Jacket,Dark Brown,Beige,Bike,,,
1076,BUTTHEAD #1076,Sailor,,Fringe,Full Brown,Prison Shirt,Light,Green,,,,
1077,BUTTHEAD #1077,Hat Black,Headphones,Short,,Punk Leather Jacket,White,Sand,Spring,,,
1078,BUTTHEAD #1078,,,Classic Side Part,Mustache Pink,Turtleneck Sweater,Dark Brown with tattoos,Grey,,Toothpick,,
1079,BUTTHEAD #1079,,Headphones,Mullet Blonde,Three-Day Brown,Punk Leather Jacket,Brown,Pastel Green,,,,
1080,BUTTHEAD #1080,Charlie Chaplin,Safety Pin,Mullet Brown,Mustache Brown,Tank Top,Light,Cyan,Monocle,,,
1081,BUTTHEAD #1081,,Diamond,Undercut Pink,Mustache Pink,Desert Jacket,Dark Brown,Grey,Broken,Toothpick,,
1082,BUTTHEAD #1082,Commie Hat,,Sissy Brown,Full Grey,Marty,White,Gradient,Monocle,,,
1083,BUTTHEAD #1083,Snapback Red,,Undercut Blonde,Three-Day Brown,Punk Leather Jacket,Brown,Peach,Sweets,Bubble Gum,,
1084,BUTTHEAD #1084,Flat Cap Black,Headphones,Mullet Brown,,Shirt and Sweater,Light,Sand,Lolita,Cigarette,,
1085,BUTTHEAD #1085,,Triple Earring,Shoulder Long Orange,,Space Shirt,Dark Brown,Green,Black Sunglasses ,,,
1086,BUTTHEAD #1086,Police,,Emo Dark Blonde,,Jeans Jacket,Porcelain,Green,,Knife,,
1087,BUTTHEAD #1087,Safety Helmet,,Mob-Top,Mustache Blonde,Striped Blue T-Shirt,Light,Cyan,,,,
1088,BUTTHEAD #1088,Snapback Mesh,,Sissy Brown,,American Football,Dark Brown,Cyan,Black Sunglasses ,Corn Straw,,
1089,BUTTHEAD #1089,Paper Crown,Triple Earring,Fringe,,Joker,White with tattoos,Peach,Black Sunglasses ,,,
1090,BUTTHEAD #1090,,,Undercut Pink,Mustache Blonde,Jeans Jacket,Light,Grey,Speed,,,
1091,BUTTHEAD #1091,,Earring,Brain,Gentlemen Mustache Brown,Space Shirt,Dark Brown with tattoos,Grey,Spring,,,
1092,BUTTHEAD #1092,Visor Red,Earring,Half Bald,,Hawaii Shirt Red,Light,Sand,Insect,Toothpick,,
1093,BUTTHEAD #1093,,,Afro,,Polo Shirt,Dark Brown,Green,,,,
1094,BUTTHEAD #1094,Crown,,Pompadour Blonde,Scruff Blonde,Striped Blue T-Shirt,White,Magenta,,Cigarette,,
1095,BUTTHEAD #1095,,,Afro Pink,Full Brown,College Sweater,Dark Brown,Sand,,,,
1096,BUTTHEAD #1096,Beer,,Suave ,Scruff Brown,T-Shirt Lilac,Brown,Gradient,,,,
1097,BUTTHEAD #1097,Chatham Fedora,,Short,Mustache Brown,Leather Jacket,Light,Gradient,Speed,,,
1098,BUTTHEAD #1098,,Feather,Curly Blonde,Full Grey,Dude,Light,Magenta,,,,
1099,BUTTHEAD #1099,Beanie Red,Feather,Short,Scruff Brown,Space Shirt,Light,Magenta,Broken,Corn Straw,,
1100,BUTTHEAD #1100,,,Punk Green,Scruff Black,Clown,Brown with tattoos,Beige,Black Sunglasses ,,,
1101,BUTTHEAD #1101,Visor Red,,Classic Side Part,Scruff Brown,Flamingo,Dark Brown,Sand,,,,
1102,BUTTHEAD #1102,,,Sissy Brown,Three-Day Brown,Striped Blue T-Shirt,Light,Green,Spring,,,
1103,BUTTHEAD #1103,Bucket Hat Army,Headphones,Pompadour Blue,Mustache Pink,Turtleneck Sweater,Dark Brown,Sand,Steam Punk,Pipe,,
1104,BUTTHEAD #1104,,,Emo Black,Three-Day Brown,Desert Jacket,White,Grey,Pineapple,,,
1105,BUTTHEAD #1105,,,Punk Green,,Beige Shirt,Dark Brown,Gradient,Lolita,Corn Straw,,
1106,BUTTHEAD #1106,Visor Red,,Shoulder Long Colorful,,Jeans Jacket,Light with tattoos,Cyan,Laser,Toothpick,,
